service_type_id,service_name,utility_company_id
2953,Installation of energy-efficient lighting and heating systems,5458
276,Conducting seminars and trainings on energy efficiency for residents and businesses,6627
1301,Conducting seminars and trainings on energy efficiency for residents and businesses,1291
959,Conducting seminars and trainings on energy efficiency for residents and businesses,1179
1663,Provision of district heating services for apartment buildings,5512
1752,Provision of district heating services for apartment buildings,4310
841,Installing modern electricity meters to accurately record consumption,3051
1260,Installation of energy-efficient lighting and heating systems,3355
228,Supply of drinking water for residents and businesses,6374
356,Provision of district heating services for apartment buildings,578
540,Installation of energy-efficient lighting and heating systems,3176
1930,Repair and replacement of the heating system in residential premises,443
1066,Advising on the choice of energy-efficient technologies and equipment for households,5069
243,Supply of drinking water for residents and businesses,5345
1450,Advising on the choice of energy-efficient technologies and equipment for households,1771
731,Regular maintenance of elevators in residential buildings,2832
200,Regular maintenance of elevators in residential buildings,546
2001,Installation of energy-efficient lighting and heating systems,6480
1958,Supply of drinking water for residents and businesses,5897
663,Supply of electricity for lighting and household needs of the residents,4314
2014,Installation of energy-efficient lighting and heating systems,2854
1332,Installation of energy-efficient lighting and heating systems,6437
2823,Regular maintenance of elevators in residential buildings,1487
141,Regular maintenance of elevators in residential buildings,3676
1278,Conducting seminars and trainings on energy efficiency for residents and businesses,511
1237,Repair and replacement of the heating system in residential premises,4246
2816,Supply of electricity for lighting and household needs of the residents,299
2186,Repair and replacement of the heating system in residential premises,2762
130,Supply of electricity for lighting and household needs of the residents,4651
2426,Supply of electricity for lighting and household needs of the residents,825
1404,Supply of electricity for lighting and household needs of the residents,3934
2368,Installation of energy-efficient lighting and heating systems,2337
1883,Supply of electricity for lighting and household needs of the residents,1067
2851,Supply of drinking water for residents and businesses,4085
830,Repair and replacement of the heating system in residential premises,6832
2836,Installing modern electricity meters to accurately record consumption,3963
2700,Installing modern electricity meters to accurately record consumption,6845
1396,Installation of energy-efficient lighting and heating systems,2455
2769,Regular maintenance of elevators in residential buildings,1947
696,Advising on the choice of energy-efficient technologies and equipment for households,6907
903,Installation of energy-efficient lighting and heating systems,1454
2798,Installing modern electricity meters to accurately record consumption,3105
181,Conducting seminars and trainings on energy efficiency for residents and businesses,993
1729,Installing modern electricity meters to accurately record consumption,531
2128,Regular maintenance of elevators in residential buildings,1119
2978,Supply of drinking water for residents and businesses,799
2404,Supply of drinking water for residents and businesses,3519
1579,Installation of energy-efficient lighting and heating systems,3738
2849,Supply of electricity for lighting and household needs of the residents,3290
1778,Advising on the choice of energy-efficient technologies and equipment for households,4879
2774,Provision of district heating services for apartment buildings,1274
498,Repair and replacement of the heating system in residential premises,5520
1918,Advising on the choice of energy-efficient technologies and equipment for households,6104
1167,Installation of energy-efficient lighting and heating systems,5255
1857,Supply of drinking water for residents and businesses,4340
2228,Installation of energy-efficient lighting and heating systems,6774
2139,Organizing regular garbage collection and its subsequent disposal,5815
2774,Installation of energy-efficient lighting and heating systems,2415
828,Installation of energy-efficient lighting and heating systems,5040
665,Supply of electricity for lighting and household needs of the residents,1205
213,Installing modern electricity meters to accurately record consumption,2762
2407,Conducting seminars and trainings on energy efficiency for residents and businesses,6299
1348,Supply of drinking water for residents and businesses,657
587,Conducting seminars and trainings on energy efficiency for residents and businesses,1475
2840,Supply of electricity for lighting and household needs of the residents,5779
1677,Provision of district heating services for apartment buildings,3202
1344,Installing modern electricity meters to accurately record consumption,2560
2756,Supply of electricity for lighting and household needs of the residents,4026
1590,Advising on the choice of energy-efficient technologies and equipment for households,4732
225,Repair and replacement of the heating system in residential premises,5988
1297,Conducting seminars and trainings on energy efficiency for residents and businesses,4731
255,Advising on the choice of energy-efficient technologies and equipment for households,6023
1147,Supply of drinking water for residents and businesses,953
690,Conducting seminars and trainings on energy efficiency for residents and businesses,4154
2233,Advising on the choice of energy-efficient technologies and equipment for households,393
628,Conducting seminars and trainings on energy efficiency for residents and businesses,5310
2780,Regular maintenance of elevators in residential buildings,3968
2773,Organizing regular garbage collection and its subsequent disposal,72
2758,Advising on the choice of energy-efficient technologies and equipment for households,253
1748,Provision of district heating services for apartment buildings,4256
548,Installation of energy-efficient lighting and heating systems,1081
2722,Conducting seminars and trainings on energy efficiency for residents and businesses,5446
506,Installation of energy-efficient lighting and heating systems,3903
1594,Supply of electricity for lighting and household needs of the residents,4650
1802,Supply of electricity for lighting and household needs of the residents,3454
2079,Repair and replacement of the heating system in residential premises,2818
2860,Installing modern electricity meters to accurately record consumption,6119
2137,Advising on the choice of energy-efficient technologies and equipment for households,5690
2099,Provision of district heating services for apartment buildings,6433
2601,Installing modern electricity meters to accurately record consumption,2009
2858,Regular maintenance of elevators in residential buildings,5062
2069,Provision of district heating services for apartment buildings,2390
1600,Conducting seminars and trainings on energy efficiency for residents and businesses,4745
928,Supply of drinking water for residents and businesses,3487
1654,Regular maintenance of elevators in residential buildings,4622
2494,Conducting seminars and trainings on energy efficiency for residents and businesses,6680
1051,Repair and replacement of the heating system in residential premises,4215
2245,Repair and replacement of the heating system in residential premises,4462
2698,Installing modern electricity meters to accurately record consumption,575
2819,Regular maintenance of elevators in residential buildings,761
2334,Supply of drinking water for residents and businesses,4581
2613,Organizing regular garbage collection and its subsequent disposal,4949
2802,Installation of energy-efficient lighting and heating systems,3880
1125,Installation of energy-efficient lighting and heating systems,4787
2170,Supply of drinking water for residents and businesses,171
1273,Installing modern electricity meters to accurately record consumption,5360
898,Conducting seminars and trainings on energy efficiency for residents and businesses,4810
2634,Repair and replacement of the heating system in residential premises,5439
777,Advising on the choice of energy-efficient technologies and equipment for households,1906
2456,Advising on the choice of energy-efficient technologies and equipment for households,4831
2791,Supply of drinking water for residents and businesses,1808
973,Installing modern electricity meters to accurately record consumption,1198
199,Organizing regular garbage collection and its subsequent disposal,6331
670,Supply of electricity for lighting and household needs of the residents,6823
1562,Conducting seminars and trainings on energy efficiency for residents and businesses,1289
388,Supply of electricity for lighting and household needs of the residents,371
204,Supply of electricity for lighting and household needs of the residents,5285
1378,Organizing regular garbage collection and its subsequent disposal,2642
2298,Installation of energy-efficient lighting and heating systems,5840
1853,Advising on the choice of energy-efficient technologies and equipment for households,392
1722,Repair and replacement of the heating system in residential premises,1287
1696,Conducting seminars and trainings on energy efficiency for residents and businesses,4965
2579,Supply of drinking water for residents and businesses,4382
2065,Regular maintenance of elevators in residential buildings,6534
1258,Advising on the choice of energy-efficient technologies and equipment for households,3824
987,Provision of district heating services for apartment buildings,2065
2793,Advising on the choice of energy-efficient technologies and equipment for households,5868
28,Installing modern electricity meters to accurately record consumption,6955
2370,Provision of district heating services for apartment buildings,163
2036,Conducting seminars and trainings on energy efficiency for residents and businesses,1085
1830,Supply of electricity for lighting and household needs of the residents,6013
786,Conducting seminars and trainings on energy efficiency for residents and businesses,3125
2647,Regular maintenance of elevators in residential buildings,4730
1678,Installing modern electricity meters to accurately record consumption,405
1097,Regular maintenance of elevators in residential buildings,4537
964,Provision of district heating services for apartment buildings,1936
959,Supply of drinking water for residents and businesses,4061
2869,Repair and replacement of the heating system in residential premises,5927
2249,Regular maintenance of elevators in residential buildings,6394
262,Installation of energy-efficient lighting and heating systems,816
1436,Advising on the choice of energy-efficient technologies and equipment for households,3453
211,Repair and replacement of the heating system in residential premises,4007
2431,Repair and replacement of the heating system in residential premises,480
1156,Organizing regular garbage collection and its subsequent disposal,6811
1042,Supply of electricity for lighting and household needs of the residents,3430
2709,Repair and replacement of the heating system in residential premises,2791
2935,Repair and replacement of the heating system in residential premises,852
159,Conducting seminars and trainings on energy efficiency for residents and businesses,5105
426,Repair and replacement of the heating system in residential premises,2961
58,Conducting seminars and trainings on energy efficiency for residents and businesses,3421
2117,Installing modern electricity meters to accurately record consumption,3105
2899,Supply of electricity for lighting and household needs of the residents,596
2908,Installing modern electricity meters to accurately record consumption,1763
1534,Provision of district heating services for apartment buildings,3689
1080,Advising on the choice of energy-efficient technologies and equipment for households,6740
122,Supply of electricity for lighting and household needs of the residents,5336
2207,Installing modern electricity meters to accurately record consumption,430
33,Regular maintenance of elevators in residential buildings,4719
1486,Regular maintenance of elevators in residential buildings,4373
727,Advising on the choice of energy-efficient technologies and equipment for households,4895
2860,Advising on the choice of energy-efficient technologies and equipment for households,835
2152,Conducting seminars and trainings on energy efficiency for residents and businesses,3880
925,Provision of district heating services for apartment buildings,4583
494,Organizing regular garbage collection and its subsequent disposal,5456
2810,Supply of electricity for lighting and household needs of the residents,5421
553,Provision of district heating services for apartment buildings,1185
886,Installation of energy-efficient lighting and heating systems,2909
589,Advising on the choice of energy-efficient technologies and equipment for households,1439
2966,Repair and replacement of the heating system in residential premises,3623
1645,Regular maintenance of elevators in residential buildings,1697
693,Organizing regular garbage collection and its subsequent disposal,6412
2159,Repair and replacement of the heating system in residential premises,7000
2205,Organizing regular garbage collection and its subsequent disposal,5039
2099,Provision of district heating services for apartment buildings,2196
2066,Repair and replacement of the heating system in residential premises,6497
1269,Installation of energy-efficient lighting and heating systems,3001
1853,Organizing regular garbage collection and its subsequent disposal,202
2715,Installation of energy-efficient lighting and heating systems,6902
1473,Advising on the choice of energy-efficient technologies and equipment for households,5868
1988,Provision of district heating services for apartment buildings,1450
208,Conducting seminars and trainings on energy efficiency for residents and businesses,5375
2432,Provision of district heating services for apartment buildings,3895
1027,Supply of electricity for lighting and household needs of the residents,5660
1578,Supply of drinking water for residents and businesses,368
144,Regular maintenance of elevators in residential buildings,5111
1266,Installing modern electricity meters to accurately record consumption,1471
2403,Installation of energy-efficient lighting and heating systems,122
1062,Regular maintenance of elevators in residential buildings,6727
1219,Organizing regular garbage collection and its subsequent disposal,2380
1210,Installation of energy-efficient lighting and heating systems,4496
2187,Supply of drinking water for residents and businesses,2250
406,Provision of district heating services for apartment buildings,3483
2387,Provision of district heating services for apartment buildings,5274
1270,Repair and replacement of the heating system in residential premises,1249
2515,Supply of drinking water for residents and businesses,537
2791,Supply of drinking water for residents and businesses,2298
660,Provision of district heating services for apartment buildings,3195
507,Conducting seminars and trainings on energy efficiency for residents and businesses,3333
1480,Regular maintenance of elevators in residential buildings,5324
1239,Regular maintenance of elevators in residential buildings,448
1049,Advising on the choice of energy-efficient technologies and equipment for households,2002
1419,Repair and replacement of the heating system in residential premises,2478
2825,Advising on the choice of energy-efficient technologies and equipment for households,952
691,Installing modern electricity meters to accurately record consumption,1596
2093,Conducting seminars and trainings on energy efficiency for residents and businesses,4258
2146,Provision of district heating services for apartment buildings,2564
1935,Installation of energy-efficient lighting and heating systems,4404
332,Installing modern electricity meters to accurately record consumption,3233
2399,Provision of district heating services for apartment buildings,768
1989,Regular maintenance of elevators in residential buildings,3267
2850,Supply of electricity for lighting and household needs of the residents,5913
1268,Regular maintenance of elevators in residential buildings,4280
2738,Installation of energy-efficient lighting and heating systems,5611
1651,Supply of electricity for lighting and household needs of the residents,2104
2568,Repair and replacement of the heating system in residential premises,5224
2662,Supply of drinking water for residents and businesses,7012
777,Supply of drinking water for residents and businesses,3562
2753,Supply of electricity for lighting and household needs of the residents,5122
2171,Provision of district heating services for apartment buildings,6797
1876,Installation of energy-efficient lighting and heating systems,1305
1164,Supply of drinking water for residents and businesses,609
1082,Installation of energy-efficient lighting and heating systems,6261
2504,Provision of district heating services for apartment buildings,4245
38,Repair and replacement of the heating system in residential premises,972
370,Organizing regular garbage collection and its subsequent disposal,3015
1839,Installation of energy-efficient lighting and heating systems,6065
626,Installation of energy-efficient lighting and heating systems,3657
2351,Organizing regular garbage collection and its subsequent disposal,6632
1303,Installation of energy-efficient lighting and heating systems,795
1639,Provision of district heating services for apartment buildings,5202
750,Installation of energy-efficient lighting and heating systems,941
2624,Supply of drinking water for residents and businesses,5868
154,Supply of drinking water for residents and businesses,5676
830,Organizing regular garbage collection and its subsequent disposal,1134
140,Organizing regular garbage collection and its subsequent disposal,219
2019,Regular maintenance of elevators in residential buildings,6053
1119,Conducting seminars and trainings on energy efficiency for residents and businesses,1101
1788,Conducting seminars and trainings on energy efficiency for residents and businesses,2352
836,Advising on the choice of energy-efficient technologies and equipment for households,4869
337,Installation of energy-efficient lighting and heating systems,4828
2357,Conducting seminars and trainings on energy efficiency for residents and businesses,4467
2978,Installing modern electricity meters to accurately record consumption,5417
1210,Conducting seminars and trainings on energy efficiency for residents and businesses,5660
473,Supply of drinking water for residents and businesses,6284
817,Supply of drinking water for residents and businesses,710
2574,Repair and replacement of the heating system in residential premises,3973
1957,Supply of drinking water for residents and businesses,6881
1898,Installation of energy-efficient lighting and heating systems,5579
1587,Conducting seminars and trainings on energy efficiency for residents and businesses,3422
322,Organizing regular garbage collection and its subsequent disposal,5601
2690,Installation of energy-efficient lighting and heating systems,356
2064,Installing modern electricity meters to accurately record consumption,5877
1017,Supply of drinking water for residents and businesses,2189
2857,Regular maintenance of elevators in residential buildings,3427
2618,Provision of district heating services for apartment buildings,5528
2801,Installation of energy-efficient lighting and heating systems,1586
716,Regular maintenance of elevators in residential buildings,5421
277,Advising on the choice of energy-efficient technologies and equipment for households,1155
2553,Installation of energy-efficient lighting and heating systems,2514
710,Conducting seminars and trainings on energy efficiency for residents and businesses,2128
260,Conducting seminars and trainings on energy efficiency for residents and businesses,194
123,Regular maintenance of elevators in residential buildings,2165
1152,Conducting seminars and trainings on energy efficiency for residents and businesses,6024
200,Conducting seminars and trainings on energy efficiency for residents and businesses,1151
1854,Supply of drinking water for residents and businesses,6166
2208,Supply of electricity for lighting and household needs of the residents,2125
919,Organizing regular garbage collection and its subsequent disposal,6881
1895,Conducting seminars and trainings on energy efficiency for residents and businesses,2323
2398,Installation of energy-efficient lighting and heating systems,2472
1298,Supply of electricity for lighting and household needs of the residents,2252
1601,Organizing regular garbage collection and its subsequent disposal,5144
1133,Supply of electricity for lighting and household needs of the residents,5656
812,Provision of district heating services for apartment buildings,2858
617,Supply of electricity for lighting and household needs of the residents,299
369,Supply of electricity for lighting and household needs of the residents,2803
1458,Supply of electricity for lighting and household needs of the residents,1129
1611,Regular maintenance of elevators in residential buildings,2886
2034,Supply of electricity for lighting and household needs of the residents,5721
2689,Supply of electricity for lighting and household needs of the residents,6061
2327,Installing modern electricity meters to accurately record consumption,4143
2929,Installation of energy-efficient lighting and heating systems,5317
65,Supply of drinking water for residents and businesses,4139
2698,Advising on the choice of energy-efficient technologies and equipment for households,4012
2179,Installation of energy-efficient lighting and heating systems,3954
2588,Installation of energy-efficient lighting and heating systems,4490
348,Installation of energy-efficient lighting and heating systems,6915
1690,Installing modern electricity meters to accurately record consumption,153
1022,Conducting seminars and trainings on energy efficiency for residents and businesses,3050
1569,Supply of drinking water for residents and businesses,6455
1447,Installing modern electricity meters to accurately record consumption,6111
2676,Supply of electricity for lighting and household needs of the residents,4075
832,Supply of drinking water for residents and businesses,6603
1508,Conducting seminars and trainings on energy efficiency for residents and businesses,1048
692,Supply of electricity for lighting and household needs of the residents,5961
1114,Provision of district heating services for apartment buildings,5605
371,Regular maintenance of elevators in residential buildings,3424
1389,Installing modern electricity meters to accurately record consumption,1368
2443,Supply of electricity for lighting and household needs of the residents,1666
507,Installing modern electricity meters to accurately record consumption,4713
1490,Advising on the choice of energy-efficient technologies and equipment for households,2958
2341,Provision of district heating services for apartment buildings,6925
2136,Organizing regular garbage collection and its subsequent disposal,1129
2901,Supply of drinking water for residents and businesses,6874
272,Supply of electricity for lighting and household needs of the residents,3763
330,Conducting seminars and trainings on energy efficiency for residents and businesses,595
2276,Installing modern electricity meters to accurately record consumption,6794
2346,Supply of electricity for lighting and household needs of the residents,2339
2207,Repair and replacement of the heating system in residential premises,4222
480,Supply of electricity for lighting and household needs of the residents,1139
2201,Organizing regular garbage collection and its subsequent disposal,4132
1402,Supply of electricity for lighting and household needs of the residents,3040
1149,Advising on the choice of energy-efficient technologies and equipment for households,4318
1880,Supply of drinking water for residents and businesses,123
763,Installing modern electricity meters to accurately record consumption,1132
393,Organizing regular garbage collection and its subsequent disposal,6807
2817,Installing modern electricity meters to accurately record consumption,5988
2845,Repair and replacement of the heating system in residential premises,4557
510,Installing modern electricity meters to accurately record consumption,4771
2982,Regular maintenance of elevators in residential buildings,3809
2282,Supply of electricity for lighting and household needs of the residents,3339
1902,Regular maintenance of elevators in residential buildings,3141
524,Conducting seminars and trainings on energy efficiency for residents and businesses,6742
1103,Regular maintenance of elevators in residential buildings,6121
1380,Supply of drinking water for residents and businesses,5769
1181,Conducting seminars and trainings on energy efficiency for residents and businesses,3908
668,Provision of district heating services for apartment buildings,5533
2189,Provision of district heating services for apartment buildings,3749
1032,Supply of drinking water for residents and businesses,6550
146,Provision of district heating services for apartment buildings,2854
2744,Installation of energy-efficient lighting and heating systems,5190
2657,Organizing regular garbage collection and its subsequent disposal,871
2255,Supply of electricity for lighting and household needs of the residents,5287
949,Organizing regular garbage collection and its subsequent disposal,3287
1855,Conducting seminars and trainings on energy efficiency for residents and businesses,2289
442,Installation of energy-efficient lighting and heating systems,3076
2948,Organizing regular garbage collection and its subsequent disposal,1535
713,Supply of electricity for lighting and household needs of the residents,889
1762,Provision of district heating services for apartment buildings,2746
2327,Installation of energy-efficient lighting and heating systems,5363
2389,Installation of energy-efficient lighting and heating systems,4595
2770,Repair and replacement of the heating system in residential premises,5503
1651,Supply of drinking water for residents and businesses,6063
2674,Supply of electricity for lighting and household needs of the residents,5878
2131,Provision of district heating services for apartment buildings,355
130,Installation of energy-efficient lighting and heating systems,2725
2192,Installation of energy-efficient lighting and heating systems,3661
2056,Supply of drinking water for residents and businesses,2052
1797,Installation of energy-efficient lighting and heating systems,425
2353,Supply of electricity for lighting and household needs of the residents,6203
2539,Conducting seminars and trainings on energy efficiency for residents and businesses,5780
2171,Supply of electricity for lighting and household needs of the residents,4157
2083,Repair and replacement of the heating system in residential premises,2729
511,Repair and replacement of the heating system in residential premises,6214
1982,Supply of drinking water for residents and businesses,3337
1412,Advising on the choice of energy-efficient technologies and equipment for households,6343
2195,Installing modern electricity meters to accurately record consumption,4030
1521,Provision of district heating services for apartment buildings,3256
2236,Supply of electricity for lighting and household needs of the residents,3611
2188,Repair and replacement of the heating system in residential premises,651
2831,Installation of energy-efficient lighting and heating systems,6529
424,Installing modern electricity meters to accurately record consumption,1852
1297,Supply of electricity for lighting and household needs of the residents,3833
2678,Organizing regular garbage collection and its subsequent disposal,2229
1107,Supply of drinking water for residents and businesses,2158
524,Regular maintenance of elevators in residential buildings,1049
414,Installing modern electricity meters to accurately record consumption,6202
2513,Installing modern electricity meters to accurately record consumption,5533
2776,Installation of energy-efficient lighting and heating systems,3957
2064,Repair and replacement of the heating system in residential premises,1034
2454,Supply of drinking water for residents and businesses,929
2163,Installation of energy-efficient lighting and heating systems,1528
2211,Conducting seminars and trainings on energy efficiency for residents and businesses,4425
270,Supply of electricity for lighting and household needs of the residents,4668
190,Supply of drinking water for residents and businesses,2714
1837,Supply of drinking water for residents and businesses,91
921,Advising on the choice of energy-efficient technologies and equipment for households,6618
2185,Repair and replacement of the heating system in residential premises,1853
1382,Conducting seminars and trainings on energy efficiency for residents and businesses,5014
2687,Installation of energy-efficient lighting and heating systems,4975
2623,Installation of energy-efficient lighting and heating systems,4620
1026,Installation of energy-efficient lighting and heating systems,5036
276,Repair and replacement of the heating system in residential premises,5614
928,Repair and replacement of the heating system in residential premises,5319
1347,Advising on the choice of energy-efficient technologies and equipment for households,3004
1074,Supply of electricity for lighting and household needs of the residents,3828
1022,Installation of energy-efficient lighting and heating systems,4742
2518,Installing modern electricity meters to accurately record consumption,3871
2918,Supply of drinking water for residents and businesses,1665
2966,Provision of district heating services for apartment buildings,2595
1737,Conducting seminars and trainings on energy efficiency for residents and businesses,6983
1560,Installing modern electricity meters to accurately record consumption,2586
1628,Repair and replacement of the heating system in residential premises,4804
1818,Supply of electricity for lighting and household needs of the residents,4376
411,Provision of district heating services for apartment buildings,467
210,Repair and replacement of the heating system in residential premises,4171
597,Supply of drinking water for residents and businesses,6749
2577,Regular maintenance of elevators in residential buildings,1048
2987,Installation of energy-efficient lighting and heating systems,4328
740,Supply of drinking water for residents and businesses,6905
2062,Installing modern electricity meters to accurately record consumption,1357
1254,Provision of district heating services for apartment buildings,4289
2893,Advising on the choice of energy-efficient technologies and equipment for households,2596
1155,Installing modern electricity meters to accurately record consumption,2932
806,Conducting seminars and trainings on energy efficiency for residents and businesses,3102
2734,Repair and replacement of the heating system in residential premises,4603
451,Regular maintenance of elevators in residential buildings,6904
1411,Regular maintenance of elevators in residential buildings,1618
2049,Provision of district heating services for apartment buildings,4148
2582,Organizing regular garbage collection and its subsequent disposal,2549
1581,Organizing regular garbage collection and its subsequent disposal,6391
2109,Organizing regular garbage collection and its subsequent disposal,3196
2424,Regular maintenance of elevators in residential buildings,5822
2768,Supply of drinking water for residents and businesses,4123
8,Regular maintenance of elevators in residential buildings,4407
639,Organizing regular garbage collection and its subsequent disposal,6846
368,Supply of electricity for lighting and household needs of the residents,4070
1904,Regular maintenance of elevators in residential buildings,5314
665,Installing modern electricity meters to accurately record consumption,5117
1534,Repair and replacement of the heating system in residential premises,6873
872,Installing modern electricity meters to accurately record consumption,5052
1509,Conducting seminars and trainings on energy efficiency for residents and businesses,2206
2206,Conducting seminars and trainings on energy efficiency for residents and businesses,57
1768,Supply of drinking water for residents and businesses,5769
772,Regular maintenance of elevators in residential buildings,5675
2522,Advising on the choice of energy-efficient technologies and equipment for households,3790
458,Installation of energy-efficient lighting and heating systems,2182
2807,Conducting seminars and trainings on energy efficiency for residents and businesses,5841
1646,Repair and replacement of the heating system in residential premises,2189
2044,Supply of drinking water for residents and businesses,4165
23,Advising on the choice of energy-efficient technologies and equipment for households,6452
1493,Repair and replacement of the heating system in residential premises,6441
2265,Organizing regular garbage collection and its subsequent disposal,4557
2141,Provision of district heating services for apartment buildings,3024
2368,Supply of electricity for lighting and household needs of the residents,59
961,Installation of energy-efficient lighting and heating systems,171
1531,Supply of electricity for lighting and household needs of the residents,65
2953,Repair and replacement of the heating system in residential premises,5933
80,Supply of electricity for lighting and household needs of the residents,146
204,Supply of drinking water for residents and businesses,2354
953,Conducting seminars and trainings on energy efficiency for residents and businesses,699
1901,Installation of energy-efficient lighting and heating systems,3362
2700,Conducting seminars and trainings on energy efficiency for residents and businesses,2989
2002,Organizing regular garbage collection and its subsequent disposal,6304
2760,Organizing regular garbage collection and its subsequent disposal,284
47,Repair and replacement of the heating system in residential premises,6101
2594,Repair and replacement of the heating system in residential premises,6576
905,Repair and replacement of the heating system in residential premises,2132
902,Organizing regular garbage collection and its subsequent disposal,3218
2399,Provision of district heating services for apartment buildings,897
711,Supply of electricity for lighting and household needs of the residents,6922
1515,Regular maintenance of elevators in residential buildings,1527
307,Regular maintenance of elevators in residential buildings,3973
932,Supply of drinking water for residents and businesses,801
1800,Supply of electricity for lighting and household needs of the residents,3703
1453,Organizing regular garbage collection and its subsequent disposal,4164
1773,Conducting seminars and trainings on energy efficiency for residents and businesses,1427
2265,Installing modern electricity meters to accurately record consumption,1787
1570,Installing modern electricity meters to accurately record consumption,1464
996,Organizing regular garbage collection and its subsequent disposal,4139
1490,Installation of energy-efficient lighting and heating systems,3855
2212,Conducting seminars and trainings on energy efficiency for residents and businesses,962
1213,Supply of drinking water for residents and businesses,371
1005,Supply of electricity for lighting and household needs of the residents,5910
1978,Installation of energy-efficient lighting and heating systems,3865
2740,Regular maintenance of elevators in residential buildings,531
2870,Organizing regular garbage collection and its subsequent disposal,3939
1036,Provision of district heating services for apartment buildings,2219
198,Supply of electricity for lighting and household needs of the residents,831
193,Regular maintenance of elevators in residential buildings,1264
213,Provision of district heating services for apartment buildings,6794
2624,Organizing regular garbage collection and its subsequent disposal,5458
1154,Provision of district heating services for apartment buildings,2520
1078,Supply of electricity for lighting and household needs of the residents,6243
1887,Supply of electricity for lighting and household needs of the residents,550
1830,Installation of energy-efficient lighting and heating systems,958
348,Supply of electricity for lighting and household needs of the residents,3898
1351,Regular maintenance of elevators in residential buildings,3997
1739,Provision of district heating services for apartment buildings,4615
2543,Repair and replacement of the heating system in residential premises,1073
2426,Regular maintenance of elevators in residential buildings,1676
874,Conducting seminars and trainings on energy efficiency for residents and businesses,5151
2345,Supply of electricity for lighting and household needs of the residents,3581
1870,Provision of district heating services for apartment buildings,5375
1291,Supply of drinking water for residents and businesses,885
2746,Organizing regular garbage collection and its subsequent disposal,3964
2252,Supply of drinking water for residents and businesses,3926
2959,Repair and replacement of the heating system in residential premises,599
1171,Regular maintenance of elevators in residential buildings,711
857,Provision of district heating services for apartment buildings,4576
1501,Organizing regular garbage collection and its subsequent disposal,3550
2628,Advising on the choice of energy-efficient technologies and equipment for households,5980
1282,Supply of electricity for lighting and household needs of the residents,4266
237,Supply of electricity for lighting and household needs of the residents,924
810,Repair and replacement of the heating system in residential premises,6816
2249,Conducting seminars and trainings on energy efficiency for residents and businesses,3684
886,Advising on the choice of energy-efficient technologies and equipment for households,1771
2879,Conducting seminars and trainings on energy efficiency for residents and businesses,6420
2588,Conducting seminars and trainings on energy efficiency for residents and businesses,6371
2084,Installation of energy-efficient lighting and heating systems,5154
1469,Provision of district heating services for apartment buildings,5191
783,Provision of district heating services for apartment buildings,820
1760,Advising on the choice of energy-efficient technologies and equipment for households,5967
2286,Provision of district heating services for apartment buildings,3281
2826,Installing modern electricity meters to accurately record consumption,6603
2674,Provision of district heating services for apartment buildings,3109
818,Organizing regular garbage collection and its subsequent disposal,501
2113,Regular maintenance of elevators in residential buildings,3721
284,Installing modern electricity meters to accurately record consumption,3901
2959,Supply of drinking water for residents and businesses,2749
1517,Supply of electricity for lighting and household needs of the residents,2424
2096,Regular maintenance of elevators in residential buildings,4466
1604,Supply of electricity for lighting and household needs of the residents,1718
1283,Advising on the choice of energy-efficient technologies and equipment for households,4432
2315,Installation of energy-efficient lighting and heating systems,3289
2168,Conducting seminars and trainings on energy efficiency for residents and businesses,1763
856,Repair and replacement of the heating system in residential premises,1924
2524,Organizing regular garbage collection and its subsequent disposal,6910
783,Organizing regular garbage collection and its subsequent disposal,3195
572,Provision of district heating services for apartment buildings,2517
570,Repair and replacement of the heating system in residential premises,4486
2208,Supply of drinking water for residents and businesses,5885
1662,Regular maintenance of elevators in residential buildings,2966
76,Regular maintenance of elevators in residential buildings,5891
1585,Organizing regular garbage collection and its subsequent disposal,5624
978,Organizing regular garbage collection and its subsequent disposal,4834
50,Regular maintenance of elevators in residential buildings,1002
1418,Installing modern electricity meters to accurately record consumption,6040
292,Supply of electricity for lighting and household needs of the residents,6692
1537,Installing modern electricity meters to accurately record consumption,1453
763,Provision of district heating services for apartment buildings,3359
1267,Advising on the choice of energy-efficient technologies and equipment for households,3452
1166,Advising on the choice of energy-efficient technologies and equipment for households,4232
1040,Conducting seminars and trainings on energy efficiency for residents and businesses,6660
454,Organizing regular garbage collection and its subsequent disposal,6533
1202,Supply of electricity for lighting and household needs of the residents,5854
2432,Supply of electricity for lighting and household needs of the residents,3359
291,Organizing regular garbage collection and its subsequent disposal,2851
2249,Installing modern electricity meters to accurately record consumption,2029
2406,Supply of drinking water for residents and businesses,1901
267,Supply of electricity for lighting and household needs of the residents,5693
1762,Supply of electricity for lighting and household needs of the residents,6591
2786,Supply of drinking water for residents and businesses,1764
2173,Provision of district heating services for apartment buildings,3864
2562,Advising on the choice of energy-efficient technologies and equipment for households,640
1591,Installation of energy-efficient lighting and heating systems,4799
1425,Conducting seminars and trainings on energy efficiency for residents and businesses,93
1473,Supply of drinking water for residents and businesses,2903
1547,Regular maintenance of elevators in residential buildings,734
1714,Organizing regular garbage collection and its subsequent disposal,6485
1995,Repair and replacement of the heating system in residential premises,5932
93,Provision of district heating services for apartment buildings,1907
286,Provision of district heating services for apartment buildings,2160
2446,Supply of electricity for lighting and household needs of the residents,4360
1416,Provision of district heating services for apartment buildings,3454
2431,Installation of energy-efficient lighting and heating systems,5156
